Lufttemperatur	Nedbør (1 t)	Actual Total Load [MW] - BZN|NO1	inflasjon
-2,5	1	5243.0	2.9
-2,3	0,4	5319.0	2.9
-2,4	0,6	5560.0	2.9
-2,4	0,1	6142.0	2.9
-2,5	0,1	6785.0	2.9
-1,9	0	6890.0	2.9
-2,6	0	6811.0	2.9
-2,4	0	6708.0	2.9
-1,2	0	5177.0	2.9
-0,8	0	6525.0	2.9
-0,6	0	6476.0	2.9
-0,8	0,1	6495.0	2.9
-0,6	0,1	6528.0	2.9
-0,7	0,1	6621.0	2.9
-0,9	0	6771.0	2.9
-1,7	0	6775.0	2.9
-2	0	6688.0	2.9
-3,1	0	6611.0	2.9
-4,6	0	6499.0	2.9
-5,6	0	6295.0	2.9
-6,3	0	5938.0	2.9
-7,7	0	5636.0	2.9
-8,3	0	5600.0	2.9
-9,3	0	5559.0	2.9
-9,6	0	5557.0	2.9
-8,7	0	5575.0	2.9
-8,2	0	5762.0	2.9
-7,9	0	6397.0	2.9
-8,2	0	7117.0	2.9
-6,9	0	7213.0	2.9
-6,6	0	7192.0	2.9
-6,2	0	7128.0	2.9
-5,3	0,1	7067.0	2.9
-4,7	0,7	7006.0	2.9
-4,6	0,6	6960.0	2.9
-4,6	0,6	6943.0	2.9
-4,4	0,3	6909.0	2.9
-4,1	0,2	6956.0	2.9
-3,7	0,1	7042.0	2.9
-3,7	0,3	6897.0	2.9
-3,7	0	6764.0	2.9
-3,5	0	6626.0	2.9
-3,6	0	6462.0	2.9
-3,6	0	6125.0	2.9
-3,6	0	5849.0	2.9
-3,7	0	5542.0	2.9
-3,6	0	5386.0	2.9
-3,3	0	5273.0	2.9
-3,3	0	5236.0	2.9
-3,3	0	5222.0	2.9
-3,2	0	5477.0	2.9
-3,2	0	6121.0	2.9
-3	0	6736.0	2.9
-3	0	6895.0	2.9
-3	0	6854.0	2.9
-3,2	0	6809.0	2.9
-3,4	0	6704.0	2.9
-2,8	0	6671.0	2.9
-2,4	0	6652.0	2.9
-2,9	0	6691.0	2.9
-2,4	0	6718.0	2.9
-2	0	6793.0	2.9
-1,9	0	6869.0	2.9
-1,5	0	6794.0	2.9
-1,5	0,2	6659.0	2.9
-1,3	0,8	6531.0	2.9
-0,9	0,3	6359.0	2.9
-1	0	6064.0	2.9
-0,8	0,3	5641.0	2.9
-0,9	0,5	5378.0	2.9
-0,7	0,3	5184.0	2.9
-0,6	0,7	5113.0	2.9
-0,2	0,2	5065.0	2.9
-0,1	0	5111.0	2.9
-0,4	0	5371.0	2.9
-0,9	0	5952.0	2.9
-2,1	0	6575.0	2.9
-3,3	0	6679.0	2.9
-3,1	0	6621.0	2.9
-3	0	6462.0	2.9
-1,4	0	6278.0	2.9
0,5	0	6108.0	2.9
-0,4	0	5989.0	2.9
1,2	0	5920.0	2.9
1	0	5955.0	2.9
0,5	0	6083.0	2.9
0,5	0	6255.0	2.9
0,1	0	6183.0	2.9
0,4	0,4	6137.0	2.9
0,8	0,9	5880.0	2.9
1,8	0,6	5566.0	2.9
2,1	0,5	5246.0	2.9
2,1	0,2	5031.0	2.9
2,5	0,5	4734.0	2.9
3	0,6	4558.0	2.9
3,3	1,9	4492.0	2.9
3,4	1,3	4430.0	2.9
3,7	1	4440.0	2.9
3,7	1,4	4496.0	2.9
3,6	3	4641.0	2.9
3,7	2,7	4813.0	2.9
3,8	0,7	5042.0	2.9
3,7	0,8	5401.0	2.9
3,7	0,6	5492.0	2.9
3,9	0	5507.0	2.9
4,1	0	5464.0	2.9
4,1	0	5398.0	2.9
4,1	0	5265.0	2.9
4,1	0	5302.0	2.9
3,7	0,1	5358.0	2.9
3,5	0,1	5446.0	2.9
3,5	0	5463.0	2.9
3,1	0,6	5417.0	2.9
2,1	1,4	5310.0	2.9
2,1	1,1	5123.0	2.9
2	0,2	4890.0	2.9
1,7	0,2	4695.0	2.9
1,7	0,1	4525.0	2.9
1,3	0	4419.0	2.9
1,1	0	4328.0	2.9
0,8	0	4316.0	2.9
0,9	0	4331.0	2.9
1,1	0	4364.0	2.9
1,1	0,1	4458.0	2.9
1,2	0,1	4506.0	2.9
1,1	0,3	4749.0	2.9
1,7	0,1	4982.0	2.9
2,8	0	5100.0	2.9
3,5	0	5122.0	2.9
3,6	0,2	5198.0	2.9
2,8	2,6	5211.0	2.9
3,1	2,6	5256.0	2.9
3,1	1,9	5262.0	2.9
3	1,2	5269.0	2.9
2,8	0,6	5382.0	2.9
2	0,5	5397.0	2.9
1,8	0,2	5378.0	2.9
1,8	0	5332.0	2.9
1,8	0	5260.0	2.9
1,7	0	4902.0	2.9
1,4	0	4692.0	2.9
1,1	0	4502.0	2.9
1,2	0	4426.0	2.9
0,8	0	4435.0	2.9
0,2	0	4506.0	2.9
-0,3	0	4622.0	2.9
-0,3	0	4938.0	2.9
-0,7	0	5587.0	2.9
-0,2	0	6249.0	2.9
-0,7	0	6310.0	2.9
0,7	0	6191.0	2.9
0,3	0	6016.0	2.9
1,6	0	5822.0	2.9
3,5	0	5668.0	2.9
2,7	0	5544.0	2.9
3,3	0	5497.0	2.9
3	0	5485.0	2.9
3	0	5614.0	2.9
1,2	0	5905.0	2.9
-0,6	0	5947.0	2.9
-2,1	0	5909.0	2.9
0,3	0	5814.0	2.9
0,2	0	5638.0	2.9
0,2	0	5388.0	2.9
0	0	5145.0	2.9
-1,2	0	4987.0	2.9
-2,9	0	4895.0	2.9
-3,3	0	4833.0	2.9
-4,1	0	4913.0	2.9
-5,2	0	5048.0	2.9
-6,3	0	5392.0	2.9
-6,1	0	6021.0	2.9
-6,5	0	6632.0	2.9
-5,8	0	6675.0	2.9
-4,6	0	6554.0	2.9
-3,4	0	6427.0	2.9
-2,5	0	6257.0	2.9
-1,2	0	6147.0	2.9
-0,8	0	6037.0	2.9
-0,5	0	6091.0	2.9
-1,1	0,1	6333.0	2.9
-1,2	0,8	6416.0	2.9
-1,1	0,8	6458.0	2.9
-0,5	0,5	6341.0	2.9
0,4	0	6094.0	2.9
0,7	0	5953.0	2.9
1	0	5814.0	2.9
1,1	0	5556.0	2.9
1,3	0	5160.0	2.9
1,8	0	4846.0	2.9
1,7	0	4644.0	2.9
1,5	0	4546.0	2.9
1,2	0	4547.0	2.9
0	0	4650.0	2.9
0,1	0	4804.0	2.9
0,3	0	5380.0	2.9
6,8	0	5880.0	2.9
7	0	5867.0	2.9
8,1	0	5720.0	2.9
8,4	0	5539.0	2.9
9	0	5314.0	2.9
9,3	0	5220.0	2.9
11,1	0	5146.0	2.9
9,5	0	5088.0	2.9
9,4	0	5100.0	2.9
6,9	0	5250.0	2.9
5,3	0	5428.0	2.9
4,1	0	5493.0	2.9
3,6	0	5444.0	2.9
3,5	0	5422.0	2.9
2,5	0	5315.0	2.9
2	0	5077.0	2.9
2	0	4727.0	2.9
0,4	0	4491.0	2.9
-0,5	0	4423.0	2.9
-0,3	0	4381.0	2.9
-0,6	0	4379.0	2.9
-1	0	4398.0	2.9
-0,7	0	4685.0	2.9
-1,4	0	5303.0	2.9
-1,8	0	6007.0	2.9
-0,8	0	5964.0	2.9
0,7	0	5870.0	2.9
0,8	0	5790.0	2.9
1,1	0	5580.0	2.9
2,7	0	5458.0	2.9
5,6	0	5328.0	2.9
5,6	0	5305.0	2.9
5,8	0	5305.0	2.9
4,9	0	5406.0	2.9
4	0	5598.0	2.9
3,4	0	5604.0	2.9
2,8	0	5497.0	2.9
2,9	0	5429.0	2.9
2,8	0	5285.0	2.9
1,9	0	5015.0	2.9
2,2	0	4639.0	2.9
2,3	0	4340.0	2.9
1,9	0	4194.0	2.9
1,8	0	4185.0	2.9
1,6	0	4194.0	2.9
1,6	0	4286.0	2.9
1,5	0	4506.0	2.9
1,7	0	5000.0	2.9
1,6	0	5604.0	2.9
1,4	0	5719.0	2.9
1,6	0	5695.0	2.9
3,1	0	5633.0	2.9
3,3	0	5479.0	2.9
3,2	0	5446.0	2.9
3	0	5392.0	2.9
3	0	5415.0	2.9
2,7	0	5391.0	2.9
2,6	0	5432.0	2.9
2,3	0	5573.0	2.9
2,2	0	5615.0	2.9
2,4	0	5483.0	2.9
2,5	0	5270.0	2.9
2,8	0	5039.0	2.9
2,7	0	4848.0	2.9
2,7	0	4610.0	2.9
2,4	0	4419.0	2.9
2,3	0	4328.0	2.9
2	0	4283.0	2.9
1,7	0	4268.0	2.9
1,8	0	4271.0	2.9
1,8	0	4325.0	2.9
1,7	0	4517.0	2.9
1,8	0	4648.0	2.9
1,5	0	4867.0	2.9
1,9	0	5154.0	2.9
1,9	0	5327.0	2.9
2,6	0	5252.0	2.9
2,9	0	5204.0	2.9
3,1	0	5134.0	2.9
3,5	0	5101.0	2.9
3,4	0	5034.0	2.9
3,9	0	5020.0	2.9
3,2	0	5238.0	2.9
1,5	0	5376.0	2.9
1,5	0	5323.0	2.9
2,2	0	5146.0	2.9
2,8	0	4917.0	2.9
1,2	0	4730.0	2.9
0,4	0	4603.0	2.9
0	0	4609.0	2.9
-0,2	0	4504.0	2.9
-1	0	4419.0	2.9
-0,8	0	4393.0	2.9
-1,8	0	4405.0	2.9
-2,4	0	4420.0	2.9
1,2	0	4520.0	2.9
2,4	0	4599.0	2.9
2,6	0	4724.0	2.9
2,8	0	5016.0	2.9
2,8	0	5111.0	2.9
3	0	5115.0	2.9
3,5	0	5071.0	2.9
3,5	0	5041.0	2.9
3,4	0	5041.0	2.9
3,5	0	5059.0	2.9
3,3	0	5129.0	2.9
2,8	0	5242.0	2.9
2,6	0	5267.0	2.9
2,7	0	5196.0	2.9
2,3	0	5114.0	2.9
2,1	0,1	5019.0	2.9
2,2	0,1	4796.0	2.9
2,3	0,1	4558.0	2.9
2,5	0,1	4370.0	2.9
2,6	0,1	4244.0	2.9
2,5	0,1	4167.0	2.9
2,9	0	4119.0	2.9
3,5	0	4120.0	2.9
4	0	4357.0	2.9
4	0	4803.0	2.9
3,9	0	5250.0	2.9
3,8	0	5408.0	2.9
3,6	0	5478.0	2.9
3,6	0	5460.0	2.9
3,5	0	5401.0	2.9
3,5	0	5352.0	2.9
3,7	0	5315.0	2.9
3,7	0	5318.0	2.9
3,7	0	5307.0	2.9
3,7	0	5368.0	2.9
3,6	0	5482.0	2.9
3,2	0	5489.0	2.9
3	0	5372.0	2.9
3,2	0	5268.0	2.9
3,5	0	4981.0	2.9
3,3	0	4712.0	2.9
3,4	0	4423.0	2.9
3,6	0	4174.0	2.9
3,7	0	4074.0	2.9
3,7	0	3980.0	2.9
3,7	0	4022.0	2.9
3,7	0	4066.0	2.9
3,3	0	4291.0	2.9
3,1	0	4742.0	2.9
3,1	0	5238.0	2.9
3,4	0	5333.0	2.9
3,7	0	5407.0	2.9
3,7	0	5336.0	2.9
4,4	0	5276.0	2.9
4,2	0	5268.0	2.9
4,4	0	5218.0	2.9
4,2	0	5207.0	2.9
4,3	0	5165.0	2.9
5,6	0	5172.0	2.9
4,4	0	5330.0	2.9
2,4	0	5382.0	2.9
3,6	0	5315.0	2.9
2,2	0	5305.0	2.9
1,4	0	5115.0	2.9
0,1	0	4862.0	2.9
0,2	0	4646.0	2.9
0,5	0	4464.0	2.9
-0,2	0	4359.0	2.9
2,4	0	4341.0	2.9
0,6	0	4374.0	2.9
-0,5	0	4457.0	2.9
0,6	0	4650.0	2.9
-0,4	0	5273.0	2.9
-1,6	0	5812.0	2.9
-1,7	0	5950.0	2.9
0,8	0	5884.0	2.9
0,9	0	5711.0	2.9
3	0	5495.0	2.9
4,5	0	5380.0	2.9
4,8	0	5238.0	2.9
4,9	0	5162.0	2.9
3,9	0	5237.0	2.9
3,8	0	5345.0	2.9
3	0	5526.0	2.9
1,6	0	5535.0	2.9
1,3	0	5458.0	2.9
1,5	0	5353.0	2.9
0,5	0,1	5327.0	2.9
0,1	0,9	5171.0	2.9
-0,1	1,2	4949.0	2.9
-0,2	1,8	4726.0	2.9
0	2,1	4550.0	2.9
0,2	0,5	4420.0	2.9
0,2	0,5	4365.0	2.9
0,3	0,4	4453.0	2.9
0,3	0,7	4622.0	2.9
0,3	1	5068.0	2.9
0,5	0,5	5559.0	2.9
0,6	0,1	5732.0	2.9
0,2	0,1	5803.0	2.9
-0,3	0	5814.0	2.9
-0,3	0	5799.0	2.9
-0,4	0	5734.0	2.9
-0,2	0	5710.0	2.9
-0,2	0	5716.0	2.9
-0,2	0	5682.0	2.9
-0,2	0	5719.0	2.9
-0,2	0	5909.0	2.9
-0,4	0	5907.0	2.9
-0,3	0	5767.0	2.9
-0,3	0	5528.0	2.9
-0,4	0	5398.0	2.9
-0,5	0	5189.0	2.9
-0,7	0	4831.0	2.9
-0,7	0	4629.0	2.9
-1	0	4512.0	2.9
-1,1	0	4446.0	2.9
-1,1	0	4466.0	2.9
-1	0	4523.0	2.9
-1,2	0	4770.0	2.9
-1,2	0	5319.0	2.9
-1,2	0,2	5863.0	2.9
-1,1	0,4	6037.0	2.9
-0,9	0,6	6098.0	2.9
-0,6	0,2	6088.0	2.9
-0,3	0,4	6030.0	2.9
0	0,5	5857.0	2.9
0,5	0	5793.0	2.9
1	0	5747.0	2.9
1,3	0	5670.0	2.9
1,4	0	5644.0	2.9
1,6	0	5740.0	2.9
1,4	0	5753.0	2.9
1,4	0	5595.0	2.9
1,5	0	5386.0	2.9
1,5	0	5090.0	2.9
1,6	0	4885.0	2.9
1,6	0	4684.0	2.9
1,7	0	4489.0	2.9
1,5	0	4321.0	2.9
1,6	0	4258.0	2.9
1,6	0	4206.0	2.9
1,5	0	4198.0	2.9
1,4	0	4247.0	2.9
1,2	0	4391.0	2.9
1,1	0	4541.0	2.9
1,2	0	4740.0	2.9
1,3	0	4981.0	2.9
1,6	0	5120.0	2.9
1,9	0	5057.0	2.9
2,1	0	5071.0	2.9
2	0	4985.0	2.9
2,4	0	4992.0	2.9
2,3	0	5009.0	2.9
2,4	0	5055.0	2.9
2,2	0	5196.0	2.9
2,4	0	5207.0	2.9
2,5	0	5102.0	2.9
2,7	0	4909.0	2.9
2,6	0	4752.0	2.9
2,7	0,1	4585.0	2.9
2,6	0	4401.0	2.9
2,5	0	4257.0	2.9
2,4	0	4155.0	2.9
2,3	0	4063.0	2.9
2,3	0	4063.0	2.9
2,4	0	4046.0	2.9
2,2	0	4067.0	2.9
2	0	4203.0	2.9
2,1	0	4299.0	2.9
2,1	0	4482.0	2.9
2	0	4686.0	2.9
1,9	0	4788.0	2.9
1,7	0	4749.0	2.9
2,2	0	4605.0	2.9
2,4	0	4568.0	2.9
3,1	0	4526.0	2.9
3,3	0	4483.0	2.9
3,9	0	4570.0	2.9
4	0	4762.0	2.9
2,5	0	4976.0	2.9
1,1	0	5005.0	2.9
1,1	0	4957.0	2.9
0,6	0	4803.0	2.9
1,2	0	4617.0	2.9
1,9	0	4382.0	2.9
1,5	0	4204.0	2.9
1,1	0	4082.0	2.9
1,1	0	4020.0	2.9
1,5	0	4046.0	2.9
1,2	0	4168.0	2.9
1	0	4406.0	2.9
1,5	0	5048.0	2.9
1,5	0	5574.0	2.9
1,6	0	5647.0	2.9
2	0	5643.0	2.9
2,8	0	5544.0	2.9
4,9	0	5353.0	2.9
5,2	0	5353.0	2.9
4,2	0	5403.0	2.9
4,7	0	5411.0	2.9
4,3	0	5347.0	2.9
4,1	0	5315.0	2.9
3,5	0	5391.0	2.9
1,8	0	5505.0	2.9
2,1	0	5467.0	2.9
2	0	5298.0	2.9
3	0	5076.0	2.9
5	0	4774.0	2.9
5,7	0	4470.0	2.9
6	0	4206.0	2.9
5,8	0	4088.0	2.9
5,7	0	4051.0	2.9
4,4	0	4082.0	2.9
4,3	0	4149.0	2.9
3,3	0	4351.0	2.9
3	0	5012.0	2.9
2,9	0	5557.0	2.9
3,2	0	5630.0	2.9
3,2	0	5503.0	2.9
4,6	0	5305.0	2.9
5,6	0	5132.0	2.9
8,2	0	5000.0	2.9
9,5	0	4890.0	2.9
8,2	0	4895.0	2.9
8,7	0	4900.0	2.9
7,7	0	4985.0	2.9
7	0	5144.0	2.9
4,9	0	5244.0	2.9
3,8	0	5210.0	2.9
3,1	0	5133.0	2.9
2,4	0	5010.0	2.9
1,9	0	4784.0	2.9
1,5	0	4454.0	2.9
1,3	0	4223.0	2.9
1,2	0	4108.0	2.9
1,4	0	4088.0	2.9
0,9	0	4137.0	2.9
0,3	0	4273.0	2.9
-0,4	0	4514.0	2.9
-0,5	0	5074.0	2.9
-0,3	0	5667.0	2.9
-0,5	0	5738.0	2.9
-0,3	0	5660.0	2.9
1,3	0	5517.0	2.9
0,7	0	5351.0	2.9
1,3	0	5245.0	2.9
2,8	0	5173.0	2.9
3,1	0	5239.0	2.9
2,9	0	5213.0	2.9
2,6	0	5332.0	2.9
2,2	0	5363.0	2.9
1,4	0	5433.0	2.9
1,1	0	5484.0	2.9
0,8	0	5388.0	2.9
0,3	0	5303.0	2.9
-0,2	0	5044.0	2.9
-0,6	0	4751.0	2.9
-0,9	0	4555.0	2.9
-1	0	4384.0	2.9
-1,7	0	4376.0	2.9
-0,8	0	4382.0	2.9
-1	0	4455.0	2.9
4,6	0	4656.0	2.9
1,4	0	5200.0	2.9
-0,9	0	5797.0	2.9
-0,7	0	5820.0	2.9
2,8	0	5633.0	2.9
4,6	0	5366.0	2.9
4,9	0	5025.0	2.9
8,1	0	5119.0	2.9
8,4	0	4867.0	2.9
9	0	4875.0	2.9
8,8	0	4762.0	2.9
8,5	0	4826.0	2.9
7,2	0	5009.0	2.9
4,6	0	5185.0	2.9
3,8	0	5197.0	2.9
3,9	0	5186.0	2.9
2,4	0	5113.0	2.9
1,1	0	4897.0	2.9
1,6	0	4559.0	2.9
1,9	0	4281.0	2.9
1,2	0	4138.0	2.9
1,8	0	4113.0	2.9
2,3	0	4105.0	2.9
2,3	0	4107.0	2.9
2,5	0	4306.0	2.9
2	0	4927.0	2.9
0,6	0	5559.0	2.9
-1	0	5718.0	2.9
2,8	0	5532.0	2.9
3,6	0	5306.0	2.9
4,8	0	5108.0	2.9
5,3	0	5012.0	2.9
5,7	0	4925.0	2.9
4,6	0	4856.0	2.9
5,9	0	4784.0	2.9
5,9	0	4830.0	2.9
5	0	4989.0	2.9
2,7	0	5314.0	2.9
-0,5	0	5257.0	2.9
-1,3	0	5148.0	2.9
-2	0	5002.0	2.9
-2,7	0	4813.0	2.9
-3,3	0	4716.0	2.9
-3,8	0	4451.0	2.9
-3,7	0	4385.0	2.9
-4,4	0	4369.0	2.9
-4	0	4370.0	2.9
-4,4	0	4422.0	2.9
-4,6	0	4478.0	2.9
-5,3	0	4681.0	2.9
-5,2	0	4859.0	2.9
-5,3	0	5091.0	2.9
-2,4	0	5247.0	2.9
-1,3	0	5279.0	2.9
-0,7	0	5199.0	2.9
1,3	0	5008.0	2.9
3	0	4788.0	2.9
4,6	0	4703.0	2.9
3,9	0	4776.0	2.9
3,2	0	4879.0	2.9
2,8	0	4989.0	2.9
2,4	0	5072.0	2.9
2,3	0	5054.0	2.9
2	0	4925.0	2.9
0,9	0,1	4835.0	2.9
0,5	0,3	4657.0	2.9
1	0	4458.0	2.9
1,1	0	4291.0	2.9
1,1	0	4161.0	2.9
0,8	0	4093.0	2.9
0,9	0	4083.0	2.9
1,2	0,4	4096.0	2.9
1,7	1,1	4118.0	2.9
1,8	1,4	4262.0	2.9
2	2,3	4344.0	2.9
2	1,6	4531.0	2.9
2,3	2	4783.0	2.9
2,1	1,7	4932.0	2.9
3,4	0	4913.0	2.9
3,8	0	4820.0	2.9
4,8	0	4727.0	2.9
4,4	0	4674.0	2.9
4,3	0	4713.0	2.9
4	0,1	4854.0	2.9
3,7	0	4896.0	2.9
3,5	0	4985.0	2.9
3,6	0	4982.0	2.9
3,5	0	4928.0	2.9
3,3	0	4823.0	2.9
3,1	0	4622.0	2.9
2,8	0	4373.0	2.9
2,6	0	4117.0	2.9
2,3	0	4008.0	2.9
2,2	0	3997.0	2.9
2,2	0	4013.0	2.9
2,1	0,1	4116.0	2.9
2	0	4462.0	2.9
1,9	0,1	5022.0	2.9
1,8	0,2	5601.0	2.9
1,5	0,9	5718.0	2.9
1,4	0,8	5646.0	2.9
1,7	0,4	5558.0	2.9
1,8	0,2	5470.0	2.9
2,2	0,1	5430.0	2.9
2	0	5409.0	2.9
2	0	5413.0	2.9
1,6	0	5439.0	2.9
1,7	0	5520.0	2.9
1,6	0	5553.0	2.9
1,7	0	5595.0	2.9
1,6	0	5566.0	2.9
0,7	0,2	5471.0	2.9
1,1	0,1	5354.0	2.9
1	0	5065.0	2.9
0,9	0	4756.0	2.9
1	0	4509.0	2.9
0,9	0	4378.0	2.9
0,6	0	4320.0	2.9
0,5	0	4352.0	2.9
0,1	0	4459.0	2.9
-0,3	0,2	4726.0	2.9
-0,7	0,3	5421.0	2.9
-0,8	0,2	6018.0	2.9
-1,3	0,4	6129.0	2.9
-1,3	0,1	6028.0	2.9
-1	0,1	5864.0	2.9
-1,2	0,1	5865.0	2.9
-1,1	0,2	5813.0	2.9
-1,1	0,1	5766.0	2.9
-0,9	0	5783.0	2.9
-1,1	0	5812.0	2.9
-1,6	0	5950.0	2.9
-2,2	0,1	6104.0	2.9
-2,9	0,1	6187.0	2.9
-3,2	0,3	6135.0	2.9
-3,3	0,2	6023.0	2.9
-3,3	0,2	5808.0	2.9
-3,4	0,2	5553.0	2.9
-3,4	0,1	5281.0	2.9
-3,5	0,1	5025.0	2.9
-3,7	0,5	4880.0	2.9
-3,6	0,1	4856.0	2.9
-3,5	0,1	4874.0	2.9
-3,7	0,2	4861.0	2.9
-3,8	0,2	5064.0	2.9
-3,5	0,1	5678.0	2.9
-3,5	0,1	6288.0	2.9
-3,2	0,1	6365.0	2.9
-2,5	0	6221.0	2.9
-2,1	0	6083.0	2.9
-1,6	0	5950.0	2.9
-1	0,1	5841.0	2.9
-1	0	5815.0	2.9
-0,8	0	5809.0	2.9
-0,7	0	5869.0	2.9
-0,8	0,2	5969.0	2.9
-0,9	0,3	5980.0	2.9
-1,1	0,7	6027.0	2.9
-0,8	0,2	5971.0	2.9
-0,9	0,4	5924.0	2.9
-0,8	0,7	5737.0	2.9
-0,1	0,6	5444.0	2.9
0,2	0,5	5080.0	2.9
-0,1	0,2	4802.0	2.9
0,2	0,3	4676.0	2.9
0,3	0,3	4601.0	2.9
0	1,1	4577.0	2.9
0,1	0,9	4577.0	2.9
0,3	0,1	4752.0	2.9
0,3	0,2	5312.0	2.9
0,3	0	5863.0	2.9
0,5	0	5994.0	2.9
0,6	0,4	5944.0	2.9
1	0,4	5866.0	2.9
1,3	0	5829.0	2.9
1,3	0	5793.0	2.9
1,4	0	5716.0	2.9
1,6	0	5640.0	2.9
1,8	0	5696.0	2.9
1,7	0,1	5790.0	2.9
1,6	0,3	5837.0	2.9
1,8	0,3	5869.0	2.9
2	0,5	5800.0	2.9
2,1	0,7	5599.0	2.9
2,3	1,7	5434.0	2.9
2,4	1,5	5138.0	2.9
2,1	1,6	4822.0	2.9
1,8	1,6	4551.0	2.9
1,6	1,1	4397.0	2.9
1,5	0,9	4290.0	2.9
1,4	0,5	4311.0	2.9
1,2	0,4	4375.0	2.9
1,1	0,4	4643.0	2.9
1,1	0,2	5238.0	2.9
0,7	0,3	5797.0	2.9
0,9	0,1	5951.0	2.9
0,7	0,3	5972.0	2.9
0,5	0	5930.0	2.9
0,5	0	5871.0	2.9
0,9	0	5769.0	2.9
1,5	0	5646.0	2.9
2,3	0	5530.0	2.9
2,6	0	5359.0	2.9
3,5	0	5315.0	2.9
3,1	0	5417.0	2.9
1,6	0	5629.0	2.9
0,6	0	5607.0	2.9
-0,6	0	5481.0	2.9
-0,4	0	5321.0	2.9
-1,2	0	5103.0	2.9
-1,5	0	4949.0	2.9
-1,8	0	4772.0	2.9
-2,6	0	4623.0	2.9
-2,6	0	4573.0	2.9
-1,7	0	4558.0	2.9
-2	0	4527.0	2.9
-1,8	0	4619.0	2.9
-2,1	0,1	4862.0	2.9
-2,3	0,3	5033.0	2.9
-2	0,4	5281.0	2.9
-1,2	0,3	5512.0	2.9
-1,2	0,1	5623.0	2.9
-1,3	0,2	5581.0	2.9
-0,9	0,3	5508.0	2.9
-0,9	0	5472.0	2.9
-1,1	0	5411.0	2.9
-1,4	0	5400.0	2.9
-1,3	0,1	5450.0	2.9
-1,4	0	5563.0	2.9
-1,8	0,1	5720.0	2.9
-1,9	0	5676.0	2.9
-2	0	5467.0	2.9
-2,3	0	5301.0	2.9
-2,3	0	5166.0	2.9
-2,3	0	5022.0	2.9
-2,2	0	4876.0	2.9
-2,9	0	4800.0	2.9
-3,2	0	4760.0	2.9
-4	0	4761.0	2.9
-4,9	0	4855.0	2.9
-5,9	0	4986.0	2.9
-5,5	0	5129.0	2.9
-7,6	0	5255.0	2.9
-5,5	0	5398.0	2.9
-1,9	0	5417.0	2.9
-1,8	0	5377.0	2.9
0,1	0	5262.0	2.9
0,7	0	5067.0	2.9
1	0	4926.0	2.9
1,7	0	4873.0	2.9
2	0	4798.0	2.9
2,4	0	4846.0	2.9
1,6	0	5032.0	2.9
0,6	0	5334.0	2.9
-0,3	0	5462.0	2.9
-0,7	0	5409.0	2.9
-2,2	0	5379.0	2.9
-1,8	0	5209.0	2.9
-3,7	0	4989.0	2.9
-4,3	0	4849.0	2.9
-4,6	0	4785.0	2.9
-5,7	0	4849.0	2.9
-6,6	0	4940.0	2.9
-7	0	5060.0	2.9
-7,6	0	5458.0	2.9
-7,4	0	6029.0	2.9
-8,3	0	6604.0	2.9
-6,2	0	6634.0	2.9
-3,2	0	6409.0	2.9
-2,2	0	6149.0	2.9
0	0	5918.0	2.9
1,1	0	5711.0	2.9
2,6	0	5545.0	2.9
3,2	0	5468.0	2.9
3,2	0	5395.0	2.9
3,2	0	5527.0	2.9
2,9	0	5607.0	2.9
1,8	0	5743.0	2.9
-0,8	0	5892.0	2.9
-1,2	0	5872.0	2.9
-1,7	0	5780.0	2.9
-2,2	0	5594.0	2.9
-2,3	0	5286.0	2.9
-4	0	5120.0	2.9
-4,8	0	5013.0	2.9
-6	0	5027.0	2.9
-7,3	0	5103.0	2.9
-7,3	0	5228.0	2.9
-7,9	0	5569.0	2.9
-8,3	0	6083.0	2.9
-8,2	0	6677.0	2.9
-6,8	0	6717.0	2.9
-3,7	0	6620.0	2.9
-2,8	0	6499.0	2.9
-2,3	0	6415.0	2.9
-2,1	0	6322.0	2.9
-2,2	0	6230.0	2.9
-1,2	0	6245.0	2.9
-0,8	0	6331.0	2.9
-1,5	0,3	6450.0	2.9
-0,4	0	6466.0	2.9
-0,3	0	6422.0	2.9
-0,8	0,3	6482.0	2.9
-0,9	0,3	6355.0	2.9
-0,4	0,3	6112.0	2.9
0,4	0,2	5662.0	2.9
0,9	0,3	5316.0	2.9
0,5	0,5	5039.0	2.9
0,6	0,7	4886.0	2.9
0,5	1	4771.0	2.9
0,5	0,9	4744.0	2.9
0,5	0,9	4740.0	2.9
0,6	0,8	4932.0	2.9
0,7	0,8	5652.0	2.9
0,6	0,9	6117.0	2.9
0,5	1,3	6174.0	2.9
0,7	2	6102.0	2.9
0,9	2	5949.0	2.9
1,7	0,3	5878.0	2.9
1,7	0	5648.0	2.9
2,2	0	5547.0	2.9
3	0	5513.0	2.9
2,9	0	5568.0	2.9
3,2	0	5676.0	2.9
2,7	0	5675.0	2.9
2,4	0	5729.0	2.9
1,9	0	5828.0	2.9
0,6	0	5667.0	2.9
-0,3	0	5553.0	2.9
-1,3	0	5292.0	2.9
-1,3	0	5013.0	2.9
-1,9	0	4801.0	2.9
-3	0	4691.0	2.9
-3,4	0	4681.0	2.9
-4,1	0	4723.0	2.9
-4,6	0	4793.0	2.9
-5,8	0	5091.0	2.9
-5,9	0	5825.0	2.9
-6,1	0	6336.0	2.9
-4,9	0	6418.0	2.9
-3,8	0	6291.0	2.9
